time,ID,x,y
5.6,1,-1.22,0.17
0.1,0,-1.99,-0.00
0.1,1,1.99,0.00
0.7,0,-1.86,0.00
0.7,1,1.86,0.00
1.2,0,-1.57,0.01
1.2,1,1.56,0.02
1.8,0,-1.21,0.06
1.8,1,1.20,-0.00
2.3,0,-0.87,0.14
2.3,1,0.86,-0.08
2.9,0,-0.54,0.27
2.9,1,0.53,-0.21
3.4,0,-0.20,0.39
3.4,1,0.19,-0.36
4.0,0,0.16,0.44
4.0,1,-0.17,-0.44
4.5,0,0.52,0.42
4.5,1,-0.53,-0.44
5.1,0,0.88,0.32
5.1,1,-0.88,-0.37
5.6,0,1.21,0.22
5.6,1,-1.22,-0.26
0.1,0,-1.90,-0.62
0.1,1,1.90,0.62
0.7,0,-1.78,-0.57
0.7,1,1.79,0.58
1.2,0,-1.55,-0.42
1.2,1,1.55,0.45
1.8,0,-1.27,-0.19
1.8,1,1.26,0.23
2.3,0,-1.00,0.05
2.3,1,0.98,-0.01
2.9,0,-0.72,0.29
2.9,1,0.71,-0.25
3.4,0,-0.41,0.46
3.4,1,0.39,-0.42
4.0,0,-0.07,0.57
4.0,1,0.05,-0.55
0.4,0,-1.57,-1.14
0.4,1,1.57,1.14
1.0,0,-1.39,-1.00
1.0,1,1.39,1.01
1.6,0,-1.14,-0.75
1.6,1,1.13,0.78
2.1,0,-0.92,-0.47
2.1,1,0.90,0.49
2.7,0,-0.72,-0.16
2.7,1,0.70,0.19
3.2,0,-0.53,0.15
3.2,1,0.53,-0.13
3.8,0,-0.30,0.43
3.8,1,0.32,-0.42
4.3,0,-0.02,0.65
4.3,1,0.06,-0.66
4.8,0,0.30,0.81
4.8,1,-0.26,-0.84
5.4,0,0.64,0.93
5.4,1,-0.61,-0.95
5.9,0,0.99,1.02
5.9,1,-0.96,-1.04
0.3,0,-1.15,-1.59
0.3,1,1.16,1.59
0.9,0,-1.04,-1.44
0.9,1,1.05,1.44
1.4,0,-0.86,-1.16
1.4,1,0.87,1.17
2.0,0,-0.69,-0.85
2.0,1,0.72,0.84
2.5,0,-0.56,-0.50
2.5,1,0.59,0.51
3.1,0,-0.46,-0.15
3.1,1,0.50,0.15
3.6,0,-0.33,0.19
3.6,1,0.37,-0.19
4.2,0,-0.14,0.50
4.2,1,0.18,-0.50
4.7,0,0.12,0.77
4.7,1,-0.05,-0.79
5.3,0,0.41,0.98
5.3,1,-0.35,-1.03
5.8,0,0.71,1.18
5.8,1,-0.63,-1.24
0.4,0,-0.60,-1.85
0.4,1,0.60,1.84
1.0,0,-0.52,-1.64
1.0,1,0.52,1.63
1.5,0,-0.40,-1.32
1.5,1,0.39,1.30
2.1,0,-0.32,-0.97
2.1,1,0.32,0.95
2.6,0,-0.30,-0.61
2.6,1,0.31,0.59
3.2,0,-0.33,-0.26
3.2,1,0.34,0.23
3.7,0,-0.34,0.10
3.7,1,0.34,-0.13
4.3,0,-0.27,0.45
4.3,1,0.27,-0.48
4.8,0,-0.13,0.78
4.8,1,0.14,-0.81
5.4,0,0.07,1.08
5.4,1,-0.07,-1.11
5.9,0,0.28,1.37
5.9,1,-0.29,-1.40
0.4,0,-0.00,-1.94
0.4,1,0.00,1.94
1.0,0,-0.01,-1.72
1.0,1,0.01,1.72
1.5,0,-0.05,-1.37
1.5,1,0.05,1.37
2.1,0,-0.14,-1.02
2.1,1,0.13,1.03
2.6,0,-0.26,-0.68
2.6,1,0.25,0.68
3.2,0,-0.39,-0.35
3.2,1,0.37,0.34
3.7,0,-0.48,0.00
3.7,1,0.46,-0.01
4.3,0,-0.49,0.37
4.3,1,0.48,-0.37
4.8,0,-0.43,0.73
4.8,1,0.44,-0.73
5.4,0,-0.32,1.07
5.4,1,0.34,-1.07
5.9,0,-0.20,1.40
5.9,1,0.21,-1.41
0.4,0,0.60,-1.84
0.4,1,-0.60,1.85
1.0,0,0.49,-1.65
1.0,1,-0.51,1.64
1.5,0,0.27,-1.38
1.5,1,-0.31,1.35
2.1,0,0.02,-1.11
2.1,1,-0.09,1.07
2.6,0,-0.22,-0.85
2.6,1,0.16,0.80
3.2,0,-0.43,-0.54
3.2,1,0.39,0.52
3.7,0,-0.57,-0.21
3.7,1,0.55,0.20
0.2,0,1.16,-1.60
0.2,1,-1.16,1.60
0.8,0,1.05,-1.46
0.8,1,-1.06,1.46
1.3,0,0.81,-1.24
1.3,1,-0.84,1.22
1.9,0,0.53,-1.02
1.9,1,-0.56,0.98
2.4,0,0.24,-0.83
2.4,1,-0.26,0.78
3.0,0,-0.07,-0.65
3.0,1,0.05,0.60
3.5,0,-0.37,-0.45
3.5,1,0.36,0.40
4.1,0,-0.62,-0.19
4.1,1,0.61,0.13
4.6,0,-0.81,0.12
4.6,1,0.81,-0.17
5.2,0,-0.94,0.45
5.2,1,0.93,-0.50
5.7,0,-0.99,0.81
5.7,1,1.02,-0.86
0.1,0,1.62,-1.17
0.1,1,-1.61,1.17
0.7,0,1.52,-1.11
0.7,1,-1.52,1.10
1.2,0,1.30,-0.94
1.2,1,-1.29,0.93
1.8,0,0.99,-0.76
1.8,1,-0.99,0.73
2.3,0,0.66,-0.62
2.3,1,-0.67,0.57
2.9,0,0.32,-0.50
2.9,1,-0.33,0.45
3.4,0,-0.03,-0.38
3.4,1,0.01,0.35
4.0,0,-0.35,-0.21
4.0,1,0.33,0.20
4.5,0,-0.64,0.00
4.5,1,0.63,-0.01
5.1,0,-0.89,0.26
5.1,1,0.88,-0.26
5.6,0,-1.12,0.53
5.6,1,1.13,-0.51
0.1,0,1.90,-0.62
0.1,1,-1.90,0.62
0.7,0,1.79,-0.58
0.7,1,-1.79,0.58
1.2,0,1.54,-0.48
1.2,1,-1.54,0.46
1.8,0,1.20,-0.37
1.8,1,-1.21,0.33
2.3,0,0.85,-0.29
2.3,1,-0.86,0.24
2.9,0,0.49,-0.27
2.9,1,-0.50,0.22
3.4,0,0.14,-0.30
3.4,1,-0.14,0.27
4.0,0,-0.23,-0.27
4.0,1,0.22,0.24
4.5,0,-0.58,-0.17
4.5,1,0.57,0.16
5.1,0,-0.90,-0.00
5.1,1,0.90,0.01
5.6,0,-1.20,0.20
5.6,1,1.21,-0.17
0.1,0,2.00,0.00
0.1,1,-2.00,-0.00
0.7,0,1.88,0.00
0.7,1,-1.88,0.00
1.2,0,1.59,-0.01
1.2,1,-1.60,0.01
1.8,0,1.24,-0.05
1.8,1,-1.24,0.04
2.3,0,0.89,-0.14
2.3,1,-0.90,0.12
2.9,0,0.55,-0.29
2.9,1,-0.56,0.23
3.4,0,0.22,-0.44
3.4,1,-0.22,0.36
4.0,0,-0.15,-0.50
4.0,1,0.14,0.42
4.5,0,-0.51,-0.51
4.5,1,0.50,0.42
5.1,0,-0.88,-0.43
5.1,1,0.86,0.35
5.6,0,-1.23,-0.33
5.6,1,1.21,0.24
0.1,0,1.90,0.62
0.1,1,-1.90,-0.62
0.7,0,1.77,0.57
0.7,1,-1.78,-0.57
1.2,0,1.51,0.44
1.2,1,-1.52,-0.43
1.8,0,1.22,0.23
1.8,1,-1.23,-0.23
2.3,0,0.93,0.01
2.3,1,-0.95,-0.00
2.9,0,0.66,-0.23
2.9,1,-0.68,0.26
3.4,0,0.34,-0.41
3.4,1,-0.39,0.47
0.1,0,1.61,1.17
0.1,1,-1.62,-1.17
0.7,0,1.51,1.09
0.7,1,-1.53,-1.11
1.2,0,1.30,0.89
1.2,1,-1.35,-0.92
1.8,0,1.08,0.61
1.8,1,-1.13,-0.64
2.3,0,0.88,0.31
2.3,1,-0.92,-0.34
2.9,0,0.70,-0.01
2.9,1,-0.74,-0.03
3.4,0,0.46,-0.28
3.4,1,-0.52,0.26
4.0,0,0.17,-0.50
4.0,1,-0.24,0.49
4.5,0,-0.16,-0.65
4.5,1,0.09,0.64
5.0,0,-0.49,-0.74
5.0,1,0.42,0.73
5.6,0,-0.82,-0.85
5.6,1,0.77,0.84
6.1,0,-1.12,-1.03
6.1,1,1.10,0.98
0.5,0,1.12,1.54
0.5,1,-1.12,-1.54
1.1,0,0.98,1.33
1.1,1,-0.97,-1.33
1.6,0,0.82,1.01
1.6,1,-0.79,-1.02
2.2,0,0.70,0.68
2.2,1,-0.65,-0.69
2.7,0,0.62,0.33
2.7,1,-0.56,-0.35
3.3,0,0.51,-0.01
3.3,1,-0.47,0.01
3.8,0,0.33,-0.32
3.8,1,-0.31,0.33
4.4,0,0.09,-0.59
4.4,1,-0.08,0.62
4.9,0,-0.21,-0.81
4.9,1,0.20,0.85
5.5,0,-0.50,-1.01
5.5,1,0.49,1.06
6.0,0,-0.76,-1.26
6.0,1,0.75,1.31
0.5,0,0.59,1.81
0.5,1,-0.59,-1.81
1.1,0,0.49,1.57
1.1,1,-0.51,-1.57
1.6,0,0.38,1.24
1.6,1,-0.41,-1.23
2.2,0,0.32,0.88
2.2,1,-0.37,-0.87
2.7,0,0.33,0.51
2.7,1,-0.39,-0.50
3.3,0,0.37,0.16
3.3,1,-0.39,-0.15
3.8,0,0.36,-0.20
3.8,1,-0.33,0.21
4.4,0,0.28,-0.55
4.4,1,-0.20,0.54
4.9,0,0.12,-0.88
4.9,1,0.00,0.84
5.5,0,-0.08,-1.18
5.5,1,0.21,1.14
6.0,0,-0.30,-1.46
6.0,1,0.36,1.47
0.5,0,-0.00,1.92
0.5,1,0.00,-1.92
1.1,0,0.00,1.67
1.1,1,0.00,-1.66
1.6,0,0.03,1.32
1.6,1,-0.01,-1.31
2.2,0,0.11,0.97
2.2,1,-0.07,-0.96
2.7,0,0.23,0.62
2.7,1,-0.18,-0.62
3.3,0,0.36,0.29
3.3,1,-0.30,-0.30
3.8,0,0.45,-0.07
3.8,1,-0.37,0.06
4.4,0,0.47,-0.43
4.4,1,-0.37,0.42
4.9,0,0.41,-0.78
4.9,1,-0.30,0.78
5.5,0,0.31,-1.13
5.5,1,-0.20,1.13
6.0,0,0.19,-1.47
6.0,1,-0.13,1.48
0.5,0,-0.59,1.82
0.5,1,0.59,-1.82
1.1,0,-0.46,1.59
1.1,1,0.48,-1.59
1.6,0,-0.23,1.32
1.6,1,0.26,-1.31
2.2,0,0.01,1.05
2.2,1,0.03,-1.04
2.7,0,0.25,0.79
2.7,1,-0.21,-0.78
3.3,0,0.43,0.48
3.3,1,-0.40,-0.48
3.8,0,0.54,0.13
3.8,1,-0.52,-0.14
0.6,0,-1.12,1.54
0.6,1,1.12,-1.55
1.1,0,-0.95,1.35
1.1,1,0.95,-1.36
1.7,0,-0.68,1.12
1.7,1,0.68,-1.12
2.2,0,-0.38,0.91
2.2,1,0.39,-0.91
2.8,0,-0.07,0.73
2.8,1,0.07,-0.74
3.3,0,0.23,0.54
3.3,1,-0.22,-0.53
3.8,0,0.51,0.31
3.8,1,-0.49,-0.29
4.4,0,0.73,0.03
4.4,1,-0.71,-0.00
4.9,0,0.89,-0.30
4.9,1,-0.87,0.32
5.5,0,0.99,-0.64
5.5,1,-0.95,0.66
6.0,0,1.08,-1.00
6.0,1,-1.02,1.02
0.4,0,-1.57,1.14
0.4,1,1.57,-1.14
1.0,0,-1.39,1.01
1.0,1,1.39,-1.01
1.5,0,-1.10,0.83
1.5,1,1.10,-0.83
2.1,0,-0.78,0.68
2.1,1,0.78,-0.68
2.6,0,-0.43,0.56
2.6,1,0.43,-0.57
3.2,0,-0.09,0.48
3.2,1,0.08,-0.50
3.7,0,0.26,0.37
3.7,1,-0.26,-0.37
4.3,0,0.57,0.19
4.3,1,-0.57,-0.17
4.8,0,0.84,-0.05
4.8,1,-0.83,0.08
5.4,0,1.07,-0.33
5.4,1,-1.04,0.36
5.9,0,1.26,-0.63
5.9,1,-1.24,0.65
0.4,0,-1.84,0.60
0.4,1,1.84,-0.60
1.0,0,-1.63,0.52
1.0,1,1.63,-0.51
1.5,0,-1.31,0.39
1.5,1,1.31,-0.37
2.1,0,-0.96,0.31
2.1,1,0.95,-0.30
2.6,0,-0.60,0.30
2.6,1,0.59,-0.29
3.2,0,-0.25,0.32
3.2,1,0.24,-0.32
3.7,0,0.12,0.30
3.7,1,-0.13,-0.32
4.3,0,0.48,0.22
4.3,1,-0.48,-0.25
4.8,0,0.80,0.05
4.8,1,-0.82,-0.11
5.4,0,1.10,-0.14
5.4,1,-1.13,0.08
5.9,0,1.42,-0.30
5.9,1,-1.42,0.31
0.4,0,-1.93,0.00
0.4,1,1.93,0.00
1.0,0,-1.69,0.02
1.0,1,1.69,0.01
1.5,0,-1.34,0.08
1.5,1,1.34,-0.00
2.1,0,-1.00,0.19
2.1,1,0.99,-0.08
2.6,0,-0.66,0.35
2.6,1,0.65,-0.19
3.2,0,-0.32,0.46
3.2,1,0.32,-0.34
3.7,0,0.04,0.50
3.7,1,-0.04,-0.42
4.3,0,0.40,0.48
4.3,1,-0.41,-0.44
4.8,0,0.75,0.37
4.8,1,-0.76,-0.37
5.4,0,1.08,0.24
5.4,1,-1.11,-0.27
5.9,0,1.43,0.17
5.9,1,-1.46,-0.19
0.6,0,-1.81,-0.59
0.6,1,1.82,0.59
1.1,0,-1.60,-0.46
1.1,1,1.59,0.49
1.7,0,-1.31,-0.23
1.7,1,1.29,0.29
2.2,0,-1.04,0.00
2.2,1,1.01,0.07
2.8,0,-0.77,0.25
2.8,1,0.74,-0.16
3.3,0,-0.46,0.43
3.3,1,0.44,-0.37
3.9,0,-0.13,0.55
3.9,1,0.11,-0.51
0.2,0,-1.60,-1.16
0.2,1,1.60,1.16
0.8,0,-1.46,-1.07
0.8,1,1.46,1.07
1.3,0,-1.21,-0.87
1.3,1,1.21,0.86
1.9,0,-0.98,-0.60
1.9,1,0.97,0.60
2.4,0,-0.77,-0.31
2.4,1,0.76,0.30
3.0,0,-0.59,0.01
3.0,1,0.58,-0.01
3.5,0,-0.39,0.31
3.5,1,0.37,-0.30
4.1,0,-0.13,0.57
4.1,1,0.10,-0.56
4.6,0,0.18,0.76
4.6,1,-0.20,-0.75
5.2,0,0.52,0.88
5.2,1,-0.54,-0.89
5.7,0,0.87,0.94
5.7,1,-0.90,-0.99
0.2,0,-1.17,-1.61
0.2,1,1.17,1.60
0.8,0,-1.08,-1.49
0.8,1,1.08,1.48
1.3,0,-0.91,-1.23
1.3,1,0.91,1.21
1.9,0,-0.74,-0.92
1.9,1,0.75,0.88
2.4,0,-0.61,-0.58
2.4,1,0.65,0.54
3.0,0,-0.51,-0.24
3.0,1,0.55,0.19
3.5,0,-0.40,0.10
3.5,1,0.44,-0.16
4.1,0,-0.23,0.41
4.1,1,0.27,-0.47
4.6,0,-0.01,0.69
4.6,1,0.04,-0.75
5.2,0,0.27,0.93
5.2,1,-0.24,-0.98
5.7,0,0.57,1.12
5.7,1,-0.56,-1.16
0.2,0,-0.61,-1.88
0.2,1,0.61,1.88
0.8,0,-0.56,-1.73
0.8,1,0.55,1.74
1.3,0,-0.43,-1.45
1.3,1,0.42,1.45
1.9,0,-0.32,-1.11
1.9,1,0.31,1.11
2.4,0,-0.27,-0.76
2.4,1,0.24,0.76
3.0,0,-0.27,-0.40
3.0,1,0.24,0.39
3.5,0,-0.29,-0.05
3.5,1,0.26,0.02
4.1,0,-0.25,0.31
4.1,1,0.22,-0.33
4.6,0,-0.15,0.66
4.6,1,0.10,-0.67
5.2,0,0.03,0.98
5.2,1,-0.09,-0.99
5.7,0,0.23,1.29
5.7,1,-0.30,-1.27
0.3,0,-0.00,-1.97
0.3,1,0.00,1.97
0.9,0,-0.00,-1.78
0.9,1,0.00,1.79
1.4,0,-0.03,-1.45
1.4,1,0.02,1.46
2.0,0,-0.10,-1.10
2.0,1,0.09,1.10
2.5,0,-0.20,-0.76
2.5,1,0.19,0.76
3.1,0,-0.33,-0.42
3.1,1,0.32,0.42
3.6,0,-0.41,-0.07
3.6,1,0.45,0.08
4.2,0,-0.44,0.30
4.2,1,0.51,-0.28
4.7,0,-0.37,0.65
4.7,1,0.48,-0.63
5.3,0,-0.24,0.98
5.3,1,0.39,-0.98
5.8,0,-0.07,1.29
5.8,1,0.24,-1.30
0.3,0,0.61,-1.87
0.3,1,-0.61,1.87
0.9,0,0.54,-1.70
0.9,1,-0.53,1.69
1.4,0,0.35,-1.43
1.4,1,-0.35,1.42
2.0,0,0.12,-1.14
2.0,1,-0.12,1.14
2.5,0,-0.11,-0.87
2.5,1,0.12,0.88
3.1,0,-0.34,-0.58
3.1,1,0.34,0.59
3.6,0,-0.49,-0.26
3.6,1,0.49,0.26
0.1,0,1.17,-1.61
0.1,1,-1.17,1.61
0.7,0,1.10,-1.52
0.7,1,-1.10,1.52
1.2,0,0.90,-1.31
1.2,1,-0.93,1.29
1.8,0,0.61,-1.09
1.8,1,-0.67,1.05
2.3,0,0.32,-0.88
2.3,1,-0.38,0.83
2.9,0,0.01,-0.69
2.9,1,-0.07,0.65
3.4,0,-0.27,-0.47
3.4,1,0.21,0.44
4.0,0,-0.49,-0.18
4.0,1,0.44,0.16
4.5,0,-0.65,0.15
4.5,1,0.61,-0.16
5.1,0,-0.74,0.50
5.1,1,0.72,-0.51
5.6,0,-0.85,0.85
5.6,1,0.83,-0.85
0.1,0,1.61,-1.17
0.1,1,-1.61,1.17
0.7,0,1.52,-1.10
0.7,1,-1.52,1.10
1.2,0,1.30,-0.92
1.2,1,-1.30,0.93
1.8,0,0.99,-0.73
1.8,1,-0.99,0.74
2.3,0,0.66,-0.60
2.3,1,-0.66,0.59
2.9,0,0.31,-0.50
2.9,1,-0.32,0.49
3.4,0,-0.03,-0.39
3.4,1,0.03,0.40
4.0,0,-0.34,-0.20
4.0,1,0.35,0.23
4.5,0,-0.61,0.06
4.5,1,0.63,-0.01
5.0,0,-0.83,0.35
5.0,1,0.85,-0.28
5.6,0,-1.07,0.61
5.6,1,1.07,-0.56
0.1,0,1.89,-0.62
0.1,1,-1.89,0.62
0.7,0,1.77,-0.57
0.7,1,-1.76,0.58
1.2,0,1.50,-0.45
1.2,1,-1.48,0.48
1.8,0,1.16,-0.33
1.8,1,-1.14,0.40
2.3,0,0.80,-0.27
2.3,1,-0.78,0.37
2.9,0,0.45,-0.28
2.9,1,-0.42,0.40
3.4,0,0.08,-0.31
3.4,1,-0.06,0.41
4.0,0,-0.28,-0.24
4.0,1,0.30,0.34
4.5,0,-0.61,-0.11
4.5,1,0.63,0.20
5.0,0,-0.92,0.08
5.0,1,0.94,0.01
5.6,0,-1.22,0.27
5.6,1,1.24,-0.20
0.2,0,1.98,0.00
0.2,1,-1.98,-0.00
0.8,0,1.82,-0.00
0.8,1,-1.83,-0.00
1.3,0,1.50,-0.01
1.3,1,-1.51,-0.00
1.9,0,1.14,-0.06
1.9,1,-1.15,0.04
2.4,0,0.80,-0.16
2.4,1,-0.80,0.14
3.0,0,0.47,-0.31
3.0,1,-0.47,0.30
3.5,0,0.13,-0.42
3.5,1,-0.13,0.42
4.1,0,-0.23,-0.45
4.1,1,0.23,0.45
4.6,0,-0.60,-0.40
4.6,1,0.59,0.43
5.2,0,-0.94,-0.31
5.2,1,0.95,0.35
5.7,0,-1.28,-0.19
5.7,1,1.30,0.24
0.3,0,1.87,0.61
0.3,1,-1.87,-0.61
0.9,0,1.69,0.54
0.9,1,-1.70,-0.54
1.4,0,1.40,0.38
1.4,1,-1.42,-0.37
2.0,0,1.09,0.20
2.0,1,-1.13,-0.15
2.5,0,0.80,-0.01
2.5,1,-0.86,0.09
3.1,0,0.53,-0.25
3.1,1,-0.59,0.33
3.6,0,0.21,-0.44
3.6,1,-0.26,0.49
4.2,0,-0.14,-0.55
4.2,1,0.08,0.60
0.6,0,1.54,1.12
0.6,1,-1.54,-1.12
1.1,0,1.35,0.95
1.1,1,-1.36,-0.95
1.7,0,1.13,0.67
1.7,1,-1.13,-0.69
2.2,0,0.93,0.38
2.2,1,-0.90,-0.42
2.7,0,0.75,0.07
2.7,1,-0.70,-0.12
3.3,0,0.52,-0.20
3.3,1,-0.52,0.19
3.8,0,0.26,-0.45
3.8,1,-0.28,0.49
4.4,0,-0.04,-0.65
4.4,1,0.01,0.71
4.9,0,-0.38,-0.78
4.9,1,0.34,0.87
5.5,0,-0.74,-0.86
5.5,1,0.69,0.97
6.0,0,-1.09,-0.93
6.0,1,1.05,1.04
0.6,0,1.13,1.55
0.6,1,-1.12,-1.55
1.1,0,0.98,1.34
1.1,1,-0.97,-1.34
1.7,0,0.80,1.04
1.7,1,-0.76,-1.06
2.2,0,0.67,0.71
2.2,1,-0.60,-0.74
2.8,0,0.58,0.36
2.8,1,-0.49,-0.39
3.3,0,0.49,0.02
3.3,1,-0.41,-0.05
3.8,0,0.35,-0.32
3.8,1,-0.29,0.29
4.4,0,0.15,-0.62
4.4,1,-0.10,0.60
4.9,0,-0.10,-0.87
4.9,1,0.15,0.86
5.5,0,-0.40,-1.07
5.5,1,0.45,1.07
6.0,0,-0.70,-1.26
6.0,1,0.76,1.26
0.5,0,0.59,1.82
0.5,1,-0.59,-1.82
1.1,0,0.49,1.59
1.1,1,-0.49,-1.59
1.6,0,0.37,1.25
1.6,1,-0.37,-1.26
2.2,0,0.31,0.90
2.2,1,-0.31,-0.90
2.7,0,0.31,0.54
2.7,1,-0.32,-0.54
3.3,0,0.34,0.18
3.3,1,-0.37,-0.18
3.8,0,0.31,-0.18
3.8,1,-0.37,0.18
4.4,0,0.21,-0.54
4.4,1,-0.29,0.53
4.9,0,0.04,-0.86
4.9,1,-0.14,0.86
5.5,0,-0.16,-1.16
5.5,1,0.05,1.17
6.0,0,-0.37,-1.44
6.0,1,0.25,1.47
0.5,0,-0.00,1.91
0.5,1,-0.00,-1.91
1.1,0,-0.01,1.65
1.1,1,-0.01,-1.65
1.6,0,0.01,1.29
1.6,1,-0.04,-1.30
2.2,0,0.08,0.95
2.2,1,-0.11,-0.95
2.7,0,0.18,0.60
2.7,1,-0.21,-0.60
3.3,0,0.31,0.27
3.3,1,-0.34,-0.27
3.8,0,0.38,-0.08
3.8,1,-0.41,0.09
4.4,0,0.39,-0.44
4.4,1,-0.40,0.46
4.9,0,0.34,-0.80
4.9,1,-0.33,0.81
5.5,0,0.23,-1.14
5.5,1,-0.22,1.15
6.0,0,0.11,-1.47
6.0,1,-0.10,1.49
0.5,0,1.82,0.59
0.5,1,-1.82,-0.59
1.1,0,1.60,0.47
1.1,1,-1.59,-0.47
1.6,0,1.32,0.26
1.6,1,-1.31,-0.26
2.2,0,1.04,0.02
2.2,1,-1.03,-0.02
2.7,0,0.77,-0.23
2.7,1,-0.77,0.23
3.3,0,0.47,-0.42
3.3,1,-0.46,0.42
3.8,0,0.13,-0.54
3.8,1,-0.13,0.55
0.4,0,1.57,1.14
0.4,1,-1.57,-1.14
1.0,0,1.39,1.00
1.0,1,-1.40,-1.00
1.5,0,1.15,0.76
1.5,1,-1.16,-0.74
2.1,0,0.93,0.48
2.1,1,-0.95,-0.44
2.6,0,0.74,0.19
2.6,1,-0.78,-0.13
3.2,0,0.55,-0.12
3.2,1,-0.58,0.17
3.7,0,0.29,-0.36
3.7,1,-0.30,0.40
4.3,0,-0.02,-0.54
4.3,1,0.01,0.57
4.8,0,-0.36,-0.66
4.8,1,0.35,0.68
5.4,0,-0.70,-0.76
5.4,1,0.69,0.77
5.9,0,-1.01,-0.96
5.9,1,1.01,0.93
0.4,0,1.14,1.57
0.4,1,-1.14,-1.57
1.0,0,1.01,1.39
1.0,1,-1.01,-1.39
1.5,0,0.82,1.10
1.5,1,-0.82,-1.10
2.1,0,0.68,0.76
2.1,1,-0.67,-0.77
2.6,0,0.59,0.41
2.6,1,-0.56,-0.43
3.2,0,0.51,0.06
3.2,1,-0.48,-0.08
3.7,0,0.34,-0.26
3.7,1,-0.33,0.24
4.3,0,0.11,-0.54
4.3,1,-0.11,0.53
4.8,0,-0.16,-0.77
4.8,1,0.16,0.77
5.4,0,-0.45,-0.97
5.4,1,0.45,0.99
5.9,0,-0.70,-1.22
5.9,1,0.70,1.23
0.4,0,0.60,1.85
0.4,1,-0.60,-1.84
1.0,0,0.53,1.64
1.0,1,-0.52,-1.63
1.5,0,0.42,1.31
1.5,1,-0.39,-1.31
2.1,0,0.36,0.95
2.1,1,-0.32,-0.95
2.6,0,0.35,0.60
2.6,1,-0.31,-0.59
3.2,0,0.38,0.24
3.2,1,-0.35,-0.23
3.7,0,0.35,-0.13
3.7,1,-0.34,0.13
4.3,0,0.25,-0.47
4.3,1,-0.25,0.48
4.8,0,0.11,-0.80
4.8,1,-0.10,0.81
5.4,0,-0.07,-1.11
5.4,1,0.07,1.13
5.9,0,-0.28,-1.41
5.9,1,0.27,1.43
0.5,0,0.00,1.91
0.5,1,0.00,-1.90
1.1,0,0.01,1.65
1.1,1,-0.00,-1.64
1.6,0,0.06,1.29
1.6,1,-0.03,-1.29
2.2,0,0.15,0.94
2.2,1,-0.11,-0.94
2.7,0,0.28,0.60
2.7,1,-0.24,-0.61
3.3,0,0.41,0.26
3.3,1,-0.36,-0.27
3.8,0,0.46,-0.09
3.8,1,-0.42,0.09
4.4,0,0.46,-0.45
4.4,1,-0.43,0.45
5.0,0,0.39,-0.81
5.0,1,-0.37,0.82
5.5,0,0.29,-1.16
5.5,1,-0.27,1.16
6.1,0,0.17,-1.50
6.1,1,-0.15,1.50
0.5,0,-0.58,1.81
0.5,1,0.59,-1.81
1.1,0,-0.46,1.59
1.1,1,0.46,-1.60
1.6,0,-0.25,1.31
1.6,1,0.25,-1.32
2.2,0,-0.02,1.03
2.2,1,0.01,-1.04
2.7,0,0.23,0.76
2.7,1,-0.23,-0.76
3.3,0,0.43,0.46
3.3,1,-0.42,-0.45
3.8,0,0.56,0.11
3.8,1,-0.54,-0.11
0.3,0,-1.16,1.59
0.3,1,1.16,-1.59
0.9,0,-1.05,1.44
0.9,1,1.04,-1.45
1.4,0,-0.84,1.19
1.4,1,0.82,-1.21
2.0,0,-0.56,0.95
2.0,1,0.54,-0.98
2.5,0,-0.25,0.75
2.5,1,0.25,-0.78
3.1,0,0.07,0.57
3.1,1,-0.06,-0.59
3.6,0,0.35,0.35
3.6,1,-0.35,-0.37
4.2,0,0.58,0.08
4.2,1,-0.59,-0.10
4.7,0,0.77,-0.23
4.7,1,-0.77,0.21
5.3,0,0.88,-0.58
5.3,1,-0.88,0.56
5.8,0,0.98,-0.92
5.8,1,-0.96,0.91
0.2,0,-1.60,1.17
0.2,1,1.60,-1.17
0.8,0,-1.48,1.08
0.8,1,1.48,-1.07
1.3,0,-1.21,0.92
1.3,1,1.21,-0.90
1.9,0,-0.87,0.77
1.9,1,0.89,-0.75
2.4,0,-0.53,0.66
2.4,1,0.54,-0.63
3.0,0,-0.19,0.55
3.0,1,0.20,-0.53
3.5,0,0.15,0.42
3.5,1,-0.14,-0.41
4.1,0,0.46,0.23
4.1,1,-0.46,-0.23
4.6,0,0.73,-0.01
4.6,1,-0.73,0.01
5.2,0,0.95,-0.29
5.2,1,-0.95,0.30
5.7,0,1.16,-0.60
5.7,1,-1.14,0.61
0.3,0,-1.87,0.61
0.3,1,1.87,-0.61
0.9,0,-1.69,0.55
0.9,1,1.68,-0.54
1.4,0,-1.37,0.44
1.4,1,1.37,-0.41
2.0,0,-1.02,0.37
2.0,1,1.03,-0.32
2.5,0,-0.66,0.33
2.5,1,0.67,-0.27
3.1,0,-0.31,0.33
3.1,1,0.31,-0.28
3.6,0,0.06,0.32
3.6,1,-0.05,-0.27
4.2,0,0.42,0.26
4.2,1,-0.41,-0.20
4.7,0,0.76,0.13
4.7,1,-0.74,-0.07
5.3,0,1.07,-0.05
5.3,1,-1.05,0.11
5.8,0,1.38,-0.24
5.8,1,-1.35,0.30
0.4,0,-1.94,-0.00
0.4,1,1.94,-0.00
1.0,0,-1.71,-0.00
1.0,1,1.72,-0.02
1.5,0,-1.36,0.01
1.5,1,1.38,-0.09
2.1,0,-1.01,0.07
2.1,1,1.03,-0.20
