time,ID,x,y
3.9,0,1.90,-0.92
4.5,0,2.24,-0.98
5.0,0,2.59,-0.92
5.5,0,2.90,-0.77
6.1,0,3.16,-0.54
6.6,0,3.37,-0.28
7.2,0,3.59,0.01
0.1,0,-0.01,0.13
0.6,0,-0.07,0.26
1.2,0,-0.17,0.49
1.7,0,-0.22,0.77
2.3,0,-0.21,1.09
2.8,0,-0.10,1.42
3.4,0,0.06,1.65
3.9,0,0.31,1.87
4.5,0,0.60,2.05
5.0,0,0.88,2.27
5.6,0,1.07,2.57
6.1,0,1.15,2.90
0.1,0,-0.16,-0.01
0.6,0,-0.31,-0.03
1.2,0,-0.56,-0.06
1.7,0,-0.84,-0.04
2.3,0,-1.19,0.05
2.8,0,-1.46,0.21
3.4,0,-1.70,0.44
3.9,0,-1.96,0.67
4.4,0,-2.28,0.80
5.0,0,-2.63,0.83
5.5,0,-2.97,0.76
6.1,0,-3.27,0.58
6.6,0,-3.53,0.34
0.1,0,0.00,-0.09
0.6,0,0.01,-0.17
1.2,0,0.05,-0.40
1.7,0,0.05,-0.67
2.3,0,-0.01,-0.96
2.8,0,-0.18,-1.25
3.3,0,-0.39,-1.51
3.9,0,-0.63,-1.76
4.4,0,-0.84,-2.06
5.0,0,-0.94,-2.39
5.5,0,-0.93,-2.73
6.1,0,-0.80,-3.06
6.6,0,-0.59,-3.33
7.2,0,-0.32,-3.57
0.1,0,0.14,0.00
0.6,0,0.25,0.02
1.2,0,0.49,0.07
1.7,0,0.75,0.08
2.3,0,1.09,0.02
2.8,0,1.38,-0.12
3.3,0,1.62,-0.33
3.9,0,1.89,-0.57
4.4,0,2.18,-0.76
5.0,0,2.51,-0.85
5.5,0,2.87,-0.83
6.1,0,3.19,-0.71
6.6,0,3.46,-0.49
7.2,0,3.70,-0.24
0.1,0,0.00,0.09
0.7,0,0.01,0.20
1.2,0,0.08,0.46
1.7,0,0.21,0.76
2.3,0,0.37,1.07
2.8,0,0.56,1.38
3.4,0,0.71,1.68
3.9,0,0.80,2.02
4.4,0,0.83,2.37
5.0,0,0.77,2.73
5.5,0,0.62,3.03
6.1,0,0.40,3.29
0.1,0,-0.10,-0.00
0.7,0,-0.18,-0.02
1.2,0,-0.40,-0.07
1.7,0,-0.66,-0.08
2.3,0,-0.98,-0.03
2.8,0,-1.28,0.10
3.3,0,-1.52,0.31
3.9,0,-1.72,0.58
4.4,0,-1.97,0.83
5.0,0,-2.29,0.99
5.5,0,-2.63,1.04
6.1,0,-2.97,0.98
6.6,0,-3.28,0.81
7.1,0,-3.52,0.56
7.7,0,-3.72,0.29
0.1,0,0.00,-0.08
0.7,0,0.01,-0.19
1.2,0,0.03,-0.44
1.7,0,-0.01,-0.72
2.3,0,-0.11,-1.04
2.8,0,-0.30,-1.34
3.3,0,-0.47,-1.61
3.9,0,-0.66,-1.90
4.4,0,-0.81,-2.23
5.0,0,-0.85,-2.58
5.5,0,-0.78,-2.91
6.1,0,-0.60,-3.21
6.6,0,-0.37,-3.46
0.1,0,0.11,-0.00
0.6,0,0.21,-0.01
1.2,0,0.46,-0.05
1.7,0,0.77,-0.17
2.3,0,1.07,-0.34
2.8,0,1.33,-0.56
3.3,0,1.60,-0.78
3.9,0,1.91,-0.91
4.4,0,2.25,-0.94
5.0,0,2.60,-0.89
5.5,0,2.91,-0.75
6.0,0,3.18,-0.52
6.6,0,3.40,-0.26
0.1,0,0.00,0.09
0.6,0,0.01,0.21
1.2,0,0.06,0.47
1.7,0,0.17,0.79
2.3,0,0.36,1.08
2.8,0,0.55,1.37
3.4,0,0.69,1.69
3.9,0,0.78,2.03
4.4,0,0.77,2.38
5.0,0,0.68,2.71
5.5,0,0.51,3.01
0.1,0,-0.10,-0.01
0.7,0,-0.20,-0.04
1.2,0,-0.43,-0.13
1.8,0,-0.70,-0.18
2.3,0,-1.01,-0.17
2.8,0,-1.34,-0.05
3.4,0,-1.60,0.17
3.9,0,-1.81,0.45
4.5,0,-2.04,0.70
5.0,0,-2.34,0.87
5.6,0,-2.68,0.94
6.1,0,-3.04,0.89
6.7,0,-3.35,0.73
7.2,0,-3.60,0.50
0.1,0,-0.00,-0.08
0.7,0,-0.01,-0.19
1.2,0,-0.05,-0.45
1.8,0,-0.15,-0.75
2.3,0,-0.33,-1.05
2.8,0,-0.57,-1.30
3.4,0,-0.78,-1.59
3.9,0,-0.90,-1.92
4.5,0,-0.93,-2.25
5.0,0,-0.89,-2.59
5.5,0,-0.74,-2.91
6.1,0,-0.51,-3.18
6.6,0,-0.24,-3.41
0.1,0,0.08,0.00
0.7,0,0.20,0.00
1.2,0,0.45,-0.00
1.7,0,0.76,-0.07
2.3,0,1.07,-0.20
2.8,0,1.37,-0.39
3.4,0,1.67,-0.56
3.9,0,1.96,-0.73
4.4,0,2.29,-0.83
5.0,0,2.64,-0.82
5.5,0,2.95,-0.70
6.1,0,3.23,-0.49
6.6,0,3.47,-0.23
0.1,0,-0.00,0.10
0.6,0,-0.01,0.23
1.2,0,-0.02,0.49
1.7,0,0.01,0.79
2.3,0,0.10,1.09
2.8,0,0.26,1.40
3.4,0,0.50,1.67
3.9,0,0.71,1.95
4.4,0,0.84,2.27
5.0,0,0.86,2.61
5.5,0,0.77,2.96
6.1,0,0.58,3.25
0.1,0,-0.12,0.01
0.6,0,-0.22,0.03
1.2,0,-0.47,0.08
1.7,0,-0.78,0.18
2.3,0,-1.08,0.36
2.8,0,-1.36,0.52
3.4,0,-1.70,0.66
3.9,0,-2.04,0.72
4.4,0,-2.39,0.70
5.0,0,-2.73,0.59
5.5,0,-3.02,0.40
6.1,0,-3.28,0.17
6.6,0,-3.53,-0.07
0.1,0,-0.00,-0.09
0.6,0,-0.01,-0.18
1.2,0,-0.03,-0.43
1.7,0,-0.12,-0.73
2.3,0,-0.29,-1.03
2.8,0,-0.48,-1.30
3.4,0,-0.69,-1.58
3.9,0,-0.83,-1.89
4.4,0,-0.87,-2.24
5.0,0,-0.81,-2.58
5.5,0,-0.67,-2.91
6.1,0,-0.46,-3.19
6.6,0,-0.21,-3.42
0.1,0,0.11,0.01
0.6,0,0.21,0.04
1.2,0,0.43,0.12
1.7,0,0.72,0.16
2.3,0,1.03,0.15
2.8,0,1.37,0.06
3.4,0,1.62,-0.09
3.9,0,1.88,-0.33
4.5,0,2.11,-0.58
5.0,0,2.38,-0.80
5.5,0,2.71,-0.92
6.1,0,3.05,-0.94
6.6,0,3.39,-0.85
7.2,0,3.68,-0.65
7.7,0,3.92,-0.40
0.1,0,0.00,0.09
0.7,0,0.01,0.22
1.2,0,0.04,0.47
1.7,0,0.13,0.77
2.3,0,0.32,1.08
2.8,0,0.54,1.34
3.4,0,0.76,1.62
3.9,0,0.89,1.94
4.4,0,0.91,2.29
5.0,0,0.83,2.62
5.5,0,0.66,2.92
6.1,0,0.43,3.17
0.1,0,-0.11,0.01
0.6,0,-0.21,0.02
1.2,0,-0.46,0.04
1.7,0,-0.75,0.11
2.3,0,-1.07,0.25
2.8,0,-1.34,0.47
3.4,0,-1.63,0.67
3.9,0,-1.96,0.80
4.5,0,-2.32,0.83
5.0,0,-2.68,0.77
5.6,0,-2.98,0.61
6.1,0,-3.25,0.38
6.6,0,-3.48,0.13
0.1,0,-0.01,-0.13
0.7,0,-0.05,-0.28
1.2,0,-0.13,-0.55
1.7,0,-0.23,-0.89
2.3,0,-0.39,-1.19
2.8,0,-0.57,-1.48
3.4,0,-0.73,-1.79
3.9,0,-0.80,-2.12
4.4,0,-0.78,-2.48
5.0,0,-0.65,-2.80
5.5,0,-0.45,-3.08
6.1,0,-0.20,-3.33
6.6,0,0.06,-3.56
0.1,0,0.08,-0.00
0.6,0,0.17,0.00
1.2,0,0.41,0.03
1.7,0,0.69,0.01
2.3,0,1.01,-0.10
2.8,0,1.30,-0.30
3.4,0,1.56,-0.54
3.9,0,1.83,-0.76
4.4,0,2.13,-0.90
5.0,0,2.49,-0.94
5.5,0,2.83,-0.87
6.1,0,3.13,-0.69
6.6,0,3.37,-0.45
7.1,0,3.59,-0.18
0.1,0,0.00,0.13
0.6,0,0.02,0.24
1.2,0,0.07,0.50
1.7,0,0.17,0.81
2.3,0,0.33,1.12
2.8,0,0.50,1.41
3.3,0,0.63,1.73
3.9,0,0.71,2.07
4.4,0,0.73,2.42
5.0,0,0.67,2.76
5.5,0,0.51,3.06
6.1,0,0.29,3.33
6.6,0,0.03,3.59
0.1,0,-0.12,-0.01
0.1,0,0.00,-0.05
0.7,0,-0.00,-0.14
1.2,0,-0.04,-0.40
1.7,0,-0.13,-0.69
2.3,0,-0.32,-0.99
2.8,0,-0.53,-1.27
3.4,0,-0.69,-1.57
3.9,0,-0.80,-1.91
4.5,0,-0.82,-2.24
5.0,0,-0.76,-2.59
5.6,0,-0.60,-2.92
6.1,0,-0.40,-3.19
6.6,0,-0.14,-3.44
0.1,0,0.12,-0.01
0.6,0,0.25,-0.05
1.2,0,0.51,-0.15
1.7,0,0.84,-0.30
2.3,0,1.12,-0.50
2.8,0,1.41,-0.68
3.3,0,1.73,-0.82
3.9,0,2.07,-0.89
4.4,0,2.42,-0.87
5.0,0,2.75,-0.76
5.5,0,3.03,-0.57
6.0,0,3.27,-0.30
6.6,0,3.49,-0.03
0.1,0,-0.00,0.13
0.6,0,-0.01,0.24
1.2,0,-0.05,0.48
1.7,0,-0.03,0.78
2.3,0,0.07,1.10
2.8,0,0.27,1.39
3.3,0,0.50,1.65
3.9,0,0.72,1.90
4.4,0,0.87,2.22
5.0,0,0.91,2.56
5.5,0,0.83,2.90
6.1,0,0.65,3.21
6.6,0,0.40,3.45
0.1,0,-0.09,0.00
0.6,0,-0.21,0.01
1.2,0,-0.47,0.05
1.7,0,-0.76,0.13
2.3,0,-1.07,0.29
2.8,0,-1.34,0.52
3.4,0,-1.61,0.73
3.9,0,-1.94,0.87
4.5,0,-2.29,0.91
5.0,0,-2.64,0.86
5.5,0,-2.94,0.71
6.1,0,-3.20,0.48
6.6,0,-3.43,0.21
0.1,0,0.00,-0.00
0.7,0,0.12,0.00
1.2,0,0.39,0.00
1.8,0,0.69,-0.06
2.3,0,1.00,-0.22
2.9,0,1.30,-0.42
3.4,0,1.59,-0.61
3.9,0,1.90,-0.74
4.5,0,2.24,-0.81
5.0,0,2.59,-0.79
5.5,0,2.91,-0.67
6.1,0,3.19,-0.46
6.6,0,3.43,-0.22
0.1,0,0.00,0.09
0.6,0,-0.00,0.18
1.2,0,-0.02,0.42
1.7,0,0.00,0.71
2.3,0,0.13,1.05
2.8,0,0.31,1.33
3.4,0,0.49,1.62
3.9,0,0.65,1.93
4.4,0,0.73,2.27
5.0,0,0.70,2.63
5.5,0,0.57,2.95
6.1,0,0.36,3.22
6.6,0,0.11,3.48
0.1,0,-0.12,0.01
0.6,0,-0.22,0.03
1.2,0,-0.45,0.14
1.7,0,-0.77,0.27
2.3,0,-1.08,0.45
2.8,0,-1.36,0.65
3.4,0,-1.66,0.83
3.9,0,-2.01,0.91
4.5,0,-2.36,0.90
5.0,0,-2.70,0.81
5.6,0,-2.99,0.62
6.1,0,-3.23,0.37
6.6,0,-3.45,0.10
0.1,0,0.00,-0.12
0.6,0,0.03,-0.24
1.2,0,0.08,-0.47
1.7,0,0.07,-0.77
2.3,0,-0.04,-1.10
2.8,0,-0.23,-1.39
3.4,0,-0.45,-1.66
3.9,0,-0.68,-1.92
4.4,0,-0.82,-2.24
5.0,0,-0.86,-2.58
5.5,0,-0.79,-2.92
6.1,0,-0.61,-3.22
6.6,0,-0.37,-3.47
0.1,0,0.13,0.01
0.1,0,-0.00,0.01
0.6,0,-0.00,0.13
1.2,0,0.01,0.40
1.7,0,0.09,0.70
2.3,0,0.27,1.01
2.8,0,0.44,1.27
3.3,0,0.61,1.58
3.9,0,0.72,1.90
4.4,0,0.76,2.25
5.0,0,0.71,2.60
5.5,0,0.55,2.92
6.1,0,0.33,3.18
6.6,0,0.08,3.42
0.1,0,-0.15,-0.00
0.7,0,-0.28,-0.04
1.2,0,-0.52,-0.10
1.7,0,-0.81,-0.09
2.3,0,-1.16,0.02
2.8,0,-1.43,0.21
3.4,0,-1.65,0.48
3.9,0,-1.91,0.72
4.5,0,-2.21,0.87
5.0,0,-2.56,0.92
5.5,0,-2.90,0.86
6.1,0,-3.21,0.68
6.6,0,-3.46,0.43
0.1,0,-0.00,-0.10
0.6,0,-0.01,-0.23
1.2,0,-0.04,-0.50
1.7,0,-0.14,-0.80
2.3,0,-0.31,-1.09
2.8,0,-0.50,-1.39
3.4,0,-0.71,-1.68
3.9,0,-0.84,-1.99
4.4,0,-0.91,-2.31
5.0,0,-0.90,-2.66
5.5,0,-0.77,-2.98
6.1,0,-0.56,-3.26
6.6,0,-0.30,-3.49
0.1,0,0.16,0.00
0.6,0,0.29,0.01
1.2,0,0.54,0.02
1.7,0,0.84,-0.01
2.3,0,1.16,-0.12
2.8,0,1.41,-0.31
3.3,0,1.66,-0.56
3.9,0,1.95,-0.75
4.4,0,2.29,-0.84
5.0,0,2.64,-0.81
5.5,0,2.96,-0.68
6.1,0,3.23,-0.47
6.6,0,3.47,-0.22
0.1,0,-0.00,-0.00
0.7,0,-0.13,-0.01
1.2,0,-0.38,-0.02
1.7,0,-0.67,0.03
2.3,0,-0.98,0.16
2.8,0,-1.26,0.36
3.3,0,-1.52,0.59
3.9,0,-1.82,0.76
4.4,0,-2.16,0.83
5.0,0,-2.50,0.81
5.5,0,-2.82,0.69
6.0,0,-3.11,0.49
6.6,0,-3.34,0.25
7.1,0,-3.57,-0.02
0.1,0,0.00,-0.11
0.6,0,0.02,-0.23
1.2,0,0.05,-0.48
1.7,0,0.02,-0.77
2.3,0,-0.10,-1.11
2.8,0,-0.31,-1.39
3.4,0,-0.56,-1.64
3.9,0,-0.75,-1.92
4.4,0,-0.87,-2.25
5.0,0,-0.91,-2.60
5.5,0,-0.83,-2.94
6.1,0,-0.65,-3.24
6.6,0,-0.41,-3.49
0.1,0,0.09,0.00
0.7,0,0.20,0.01
1.2,0,0.42,0.06
1.7,0,0.70,0.07
2.3,0,1.04,0.01
2.8,0,1.34,-0.14
3.4,0,1.58,-0.36
3.9,0,1.85,-0.58
4.5,0,2.16,-0.74
5.0,0,2.52,-0.79
5.6,0,2.86,-0.73
6.1,0,3.16,-0.56
6.6,0,3.43,-0.33
0.1,0,0.01,0.12
0.6,0,0.03,0.22
1.2,0,0.11,0.47
1.7,0,0.22,0.79
2.3,0,0.41,1.08
2.8,0,0.62,1.36
3.4,0,0.78,1.66
3.9,0,0.86,2.01
4.5,0,0.84,2.36
5.0,0,0.73,2.69
5.5,0,0.55,2.97
6.1,0,0.30,3.21
6.6,0,0.03,3.43
0.1,0,-0.14,-0.01
0.7,0,-0.26,-0.03
1.2,0,-0.50,-0.08
1.7,0,-0.78,-0.08
2.3,0,-1.09,0.01
2.8,0,-1.38,0.18
3.3,0,-1.63,0.41
3.9,0,-1.91,0.63
4.4,0,-2.21,0.81
5.0,0,-2.56,0.89
5.5,0,-2.90,0.86
6.1,0,-3.23,0.71
6.6,0,-3.49,0.48
0.1,0,-0.00,-0.10
0.7,0,-0.00,-0.20
1.2,0,0.01,-0.42
1.7,0,-0.02,-0.71
2.3,0,-0.12,-1.04
2.8,0,-0.33,-1.33
3.4,0,-0.56,-1.60
3.9,0,-0.75,-1.89
4.4,0,-0.84,-2.23
5.0,0,-0.82,-2.58
5.5,0,-0.70,-2.90
6.1,0,-0.50,-3.18
6.6,0,-0.24,-3.44
0.1,0,0.08,-0.00
0.6,0,0.19,-0.00
1.2,0,0.45,-0.01
1.7,0,0.76,-0.09
2.3,0,1.06,-0.25
2.8,0,1.35,-0.46
3.4,0,1.62,-0.68
3.9,0,1.92,-0.83
4.5,0,2.27,-0.88
5.0,0,2.63,-0.83
5.5,0,2.94,-0.70
6.1,0,3.21,-0.49
6.6,0,3.45,-0.24
0.1,0,0.01,0.12
0.7,0,0.03,0.21
1.2,0,0.12,0.46
1.7,0,0.26,0.76
2.3,0,0.45,1.06
2.8,0,0.60,1.38
3.4,0,0.71,1.72
3.9,0,0.75,2.05
4.5,0,0.72,2.40
5.0,0,0.59,2.74
5.6,0,0.40,3.02
6.1,0,0.16,3.27
6.6,0,-0.10,3.51
0.1,0,0.00,-0.00
0.7,0,0.00,-0.10
1.2,0,0.01,-0.35
1.7,0,-0.06,-0.66
2.3,0,-0.23,-0.97
2.8,0,-0.44,-1.24
3.4,0,-0.68,-1.50
3.9,0,-0.86,-1.79
4.4,0,-0.95,-2.12
5.0,0,-0.92,-2.47
5.5,0,-0.80,-2.79
6.1,0,-0.59,-3.08
6.6,0,-0.34,-3.31
7.1,0,-0.07,-3.52
0.1,0,0.08,-0.00
0.6,0,0.18,-0.01
1.2,0,0.44,-0.06
1.7,0,0.75,-0.19
2.3,0,1.04,-0.38
2.8,0,1.32,-0.60
3.4,0,1.62,-0.78
3.9,0,1.95,-0.88
4.5,0,2.30,-0.90
5.0,0,2.63,-0.80
5.5,0,2.93,-0.62
6.1,0,3.18,-0.38
6.6,0,3.40,-0.12
0.1,0,-0.00,0.12
0.6,0,-0.02,0.23
1.2,0,-0.05,0.47
1.7,0,-0.04,0.78
2.3,0,0.07,1.12
2.8,0,0.28,1.40
3.4,0,0.56,1.63
3.9,0,0.81,1.86
4.5,0,0.99,2.16
5.0,0,1.05,2.51
5.6,0,1.00,2.86
6.1,0,0.85,3.17
6.6,0,0.60,3.42
7.2,0,0.33,3.63
0.1,0,-0.10,0.00
0.6,0,-0.21,0.02
1.2,0,-0.45,0.08
1.7,0,-0.76,0.21
2.3,0,-1.05,0.40
2.8,0,-1.34,0.57
3.3,0,-1.66,0.70
3.9,0,-2.00,0.77
4.4,0,-2.35,0.76
5.0,0,-2.69,0.66
5.5,0,-2.99,0.48
6.0,0,-3.24,0.24
0.1,0,-0.01,-0.14
0.7,0,-0.02,-0.24
1.2,0,-0.08,-0.49
1.7,0,-0.19,-0.79
2.3,0,-0.37,-1.09
2.8,0,-0.60,-1.34
3.3,0,-0.81,-1.61
3.9,0,-0.94,-1.92
4.4,0,-0.96,-2.27
5.0,0,-0.89,-2.60
5.5,0,-0.71,-2.91
6.0,0,-0.47,-3.16
6.6,0,-0.18,-3.37
7.1,0,0.11,-3.57
0.1,0,0.13,-0.01
0.6,0,0.25,-0.06
1.2,0,0.50,-0.19
1.7,0,0.82,-0.33
2.3,0,1.11,-0.51
2.8,0,1.43,-0.67
3.4,0,1.76,-0.77
3.9,0,2.11,-0.81
4.5,0,2.47,-0.76
5.0,0,2.78,-0.61
5.6,0,3.06,-0.41
6.1,0,3.31,-0.15
6.7,0,3.55,0.11
0.1,0,0.00,0.10
0.6,0,0.02,0.20
1.2,0,0.12,0.43
1.7,0,0.26,0.75
2.3,0,0.45,1.05
2.8,0,0.64,1.35
3.4,0,0.79,1.67
3.9,0,0.85,2.01
4.4,0,0.83,2.34
5.0,0,0.72,2.68
5.5,0,0.53,2.97
6.1,0,0.28,3.22
6.6,0,0.02,3.44
0.1,0,-0.14,-0.01
0.7,0,-0.26,-0.04
1.2,0,-0.49,-0.11
1.7,0,-0.79,-0.12
2.3,0,-1.10,-0.04
2.8,0,-1.40,0.14
3.4,0,-1.65,0.38
3.9,0,-1.90,0.63
4.5,0,-2.22,0.80
5.0,0,-2.56,0.85
5.6,0,-2.89,0.80
6.1,0,-3.21,0.64
6.7,0,-3.47,0.41
0.1,0,0.07,0.00
0.7,0,0.18,-0.01
1.2,0,0.44,-0.05
1.7,0,0.75,-0.16
2.3,0,1.04,-0.36
2.8,0,1.30,-0.57
3.4,0,1.59,-0.77
3.9,0,1.92,-0.88
4.4,0,2.25,-0.91
5.0,0,2.59,-0.85
5.5,0,2.90,-0.70
6.1,0,3.16,-0.46
6.6,0,3.39,-0.20
0.1,0,0.08,0.00
0.7,0,0.18,0.00
1.2,0,0.44,-0.02
1.7,0,0.74,-0.10
2.3,0,1.04,-0.27
2.8,0,1.33,-0.45
3.4,0,1.62,-0.65
3.9,0,1.93,-0.78
4.5,0,2.27,-0.82
5.0,0,2.63,-0.76
5.6,0,2.94,-0.60
6.1,0,3.21,-0.38
6.6,0,3.45,-0.13
0.1,0,-0.00,0.08
0.6,0,0.01,0.18
1.2,0,0.04,0.43
1.7,0,0.15,0.75
2.3,0,0.33,1.04
2.8,0,0.56,1.29
3.4,0,0.77,1.57
3.9,0,0.90,1.88
4.4,0,0.93,2.23
5.0,0,0.89,2.58
5.5,0,0.74,2.90
6.1,0,0.52,3.17
6.6,0,0.26,3.40
0.1,0,-0.10,-0.00
0.7,0,-0.21,-0.03
1.2,0,-0.43,-0.10
1.7,0,-0.71,-0.12
2.3,0,-1.05,-0.07
2.8,0,-1.37,0.07
3.4,0,-1.62,0.29
3.9,0,-1.83,0.56
4.5,0,-2.05,0.83
5.0,0,-2.35,1.03
5.6,0,-2.68,1.12
6.1,0,-3.03,1.11
6.7,0,-3.36,0.98
0.1,0,0.00,-0.09
0.7,0,0.01,-0.20
1.2,0,0.02,-0.45
1.7,0,-0.02,-0.74
2.3,0,-0.10,-1.03
2.8,0,-0.23,-1.34
3.4,0,-0.43,-1.61
3.9,0,-0.64,-1.88
4.5,0,-0.80,-2.19
5.0,0,-0.85,-2.52
5.5,0,-0.80,-2.87
6.1,0,-0.65,-3.17
6.6,0,-0.42,-3.43
0.1,0,0.09,0.01
0.7,0,0.21,0.03
1.2,0,0.46,0.10
1.7,0,0.73,0.12
2.3,0,1.04,0.06
2.8,0,1.32,-0.10
3.3,0,1.55,-0.33
3.9,0,1.75,-0.61
4.4,0,2.01,-0.83
5.0,0,2.33,-0.96
5.5,0,2.68,-0.99
6.1,0,3.03,-0.90
6.6,0,3.32,-0.71
7.1,0,3.54,-0.46
0.1,0,-0.01,0.12
0.7,0,-0.06,0.25
1.2,0,-0.14,0.49
1.7,0,-0.17,0.76
2.3,0,-0.15,1.05
2.8,0,-0.03,1.38
3.3,0,0.15,1.62
3.9,0,0.41,1.84
4.4,0,0.65,2.08
5.0,0,0.83,2.38
5.5,0,0.91,2.72
6.0,0,0.88,3.06
6.6,0,0.74,3.37
7.1,0,0.50,3.64
0.1,0,-0.09,0.00
0.6,0,-0.19,0.02
1.2,0,-0.42,0.12
1.7,0,-0.73,0.25
2.2,0,-1.03,0.41
2.8,0,-1.31,0.60
3.3,0,-1.62,0.77
3.9,0,-1.95,0.88
4.4,0,-2.30,0.91
5.0,0,-2.64,0.84
5.5,0,-2.94,0.66
0.1,0,0.00,-0.08
0.7,0,0.01,-0.18
1.2,0,0.04,-0.39
1.7,0,0.03,-0.67
2.3,0,-0.02,-0.96
2.8,0,-0.11,-1.27
3.4,0,-0.26,-1.55
3.9,0,-0.47,-1.81
4.4,0,-0.67,-2.10
5.0,0,-0.78,-2.43
5.5,0,-0.78,-2.77
6.1,0,-0.67,-3.10
6.6,0,-0.46,-3.40
7.1,0,-0.22,-3.65
0.1,0,0.10,0.00
0.6,0,0.20,0.04
1.2,0,0.41,0.13
1.7,0,0.67,0.18
2.2,0,0.96,0.17
2.8,0,1.28,0.07
3.3,0,1.53,-0.08
3.9,0,1.76,-0.33
4.4,0,1.96,-0.63
4.9,0,2.15,-0.91
5.5,0,2.44,-1.12
6.0,0,2.76,-1.23
6.6,0,3.12,-1.23
7.1,0,3.45,-1.11
7.7,0,3.72,-0.90
8.2,0,3.92,-0.61
0.1,0,-0.01,0.11
0.6,0,-0.05,0.22
1.2,0,-0.14,0.46
1.7,0,-0.19,0.72
2.3,0,-0.16,1.06
2.8,0,-0.03,1.38
3.4,0,0.18,1.64
3.9,0,0.46,1.85
4.4,0,0.74,2.06
5.0,0,0.95,2.35
5.5,0,1.05,2.68
6.1,0,1.05,3.02
6.6,0,0.93,3.34
7.2,0,0.72,3.63
7.7,0,0.44,3.84
0.1,0,-0.10,0.00
0.6,0,-0.17,0.01
1.2,0,-0.40,0.02
1.7,0,-0.70,0.07
2.3,0,-1.01,0.21
2.8,0,-1.29,0.42
3.4,0,-1.58,0.62
3.9,0,-1.90,0.75
0.1,0,0.00,-0.12
0.6,0,-0.01,-0.22
1.2,0,-0.05,-0.44
1.7,0,-0.09,-0.72
2.3,0,-0.17,-1.04
2.8,0,-0.33,-1.34
3.3,0,-0.52,-1.64
3.9,0,-0.67,-1.96
4.4,0,-0.73,-2.30
5.0,0,-0.72,-2.64
5.5,0,-0.61,-2.97
6.1,0,-0.41,-3.25
6.6,0,-0.17,-3.51
0.1,0,0.11,0.00
0.7,0,0.22,0.01
1.2,0,0.48,0.00
1.7,0,0.76,-0.05
2.3,0,1.07,-0.21
2.8,0,1.32,-0.43
3.4,0,1.59,-0.64
3.9,0,1.91,-0.81
4.4,0,2.24,-0.86
5.0,0,2.59,-0.82
5.5,0,2.92,-0.68
6.1,0,3.19,-0.46
6.6,0,3.43,-0.21
0.1,0,-0.00,0.08
0.6,0,-0.02,0.20
1.2,0,-0.05,0.44
1.7,0,-0.03,0.73
2.3,0,0.04,1.05
2.8,0,0.18,1.36
3.4,0,0.37,1.66
3.9,0,0.59,1.92
4.4,0,0.78,2.20
5.0,0,0.87,2.53
5.5,0,0.86,2.88
6.0,0,0.73,3.20
6.6,0,0.53,3.47
7.1,0,0.26,3.72
0.1,0,-0.14,0.01
0.7,0,-0.28,0.06
1.2,0,-0.55,0.16
1.7,0,-0.87,0.29
2.3,0,-1.16,0.47
2.8,0,-1.45,0.66
3.4,0,-1.75,0.82
3.9,0,-2.08,0.92
4.4,0,-2.41,0.93
5.0,0,-2.77,0.85
5.5,0,-3.06,0.68
6.1,0,-3.31,0.43
6.6,0,-3.53,0.16
0.1,0,0.00,-0.13
0.1,0,0.00,0.00
0.7,0,0.08,0.00
1.2,0,0.33,-0.00
1.7,0,0.62,-0.07
2.3,0,0.94,-0.23
2.8,0,1.21,-0.43
3.4,0,1.51,-0.61
3.9,0,1.85,-0.73
4.5,0,2.19,-0.77
5.0,0,2.52,-0.70
5.5,0,2.83,-0.56
6.1,0,3.11,-0.33
6.6,0,3.34,-0.08
7.1,0,3.57,0.18
0.1,0,0.00,0.08
0.7,0,0.01,0.20
1.2,0,0.01,0.45
1.7,0,0.10,0.76
2.3,0,0.26,1.08
2.8,0,0.45,1.36
3.4,0,0.65,1.65
3.9,0,0.77,1.98
4.5,0,0.81,2.32
5.0,0,0.73,2.68
5.5,0,0.57,2.98
6.1,0,0.34,3.24
6.6,0,0.09,3.48
0.1,0,-0.13,0.01
0.6,0,-0.25,0.03
1.2,0,-0.53,0.09
1.7,0,-0.84,0.24
2.3,0,-1.13,0.41
2.8,0,-1.41,0.58
3.4,0,-1.74,0.73
3.9,0,-2.08,0.81
4.4,0,-2.42,0.83
5.0,0,-2.76,0.75
5.5,0,-3.07,0.58
6.1,0,-3.32,0.34
6.6,0,-3.55,0.10
0.1,0,0.01,-0.11
0.7,0,0.03,-0.23
1.2,0,0.09,-0.48
1.8,0,0.08,-0.76
2.3,0,0.01,-1.09
2.8,0,-0.17,-1.40
3.4,0,-0.41,-1.64
3.9,0,-0.67,-1.85
4.4,0,-0.88,-2.13
5.0,0,-0.98,-2.46
5.5,0,-0.98,-2.80
6.1,0,-0.86,-3.14
6.6,0,-0.65,-3.42
0.1,0,0.08,0.00
0.7,0,0.21,0.02
1.2,0,0.44,0.07
1.7,0,0.72,0.07
2.3,0,1.03,-0.01
2.8,0,1.33,-0.20
3.4,0,1.59,-0.44
3.9,0,1.84,-0.66
4.5,0,2.16,-0.84
5.0,0,2.49,-0.92
5.6,0,2.84,-0.88
6.1,0,3.15,-0.74
6.6,0,3.42,-0.51
7.2,0,3.65,-0.23
0.1,0,-0.00,0.08
0.6,0,-0.00,0.17
1.2,0,-0.02,0.40
1.7,0,0.03,0.69
2.3,0,0.15,1.02
2.8,0,0.33,1.30
